Ensembl_ID	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC
ENSG00000232973	1.58917314430161	9.30439900364676e-4	MUS_vs_PBS	HSALNG0014289	anti_sense	Q75	hsa-miR-4313,hsa-miR-3620-5p,hsa-miR-1587,hsa-miR-6775-5p,hsa-miR-6810-3p,hsa-miR-6816-5p,hsa-miR-6829-3p,hsa-miR-6872-3p	Suntan,Nevus count; Cutaneous melanoma,Cytokine measurement,Ischemic stroke; Coronary artery disease,Body height,Breast carcinoma,Non-melanoma skin carcinoma,Environmental tobacco smoke exposure measurement; Age at onset,Viral load; Hiv infection; Cd4-positive t-lymphocyte count; Disease progression measurement,-	RMDN2
ENSG00000232977	2.94313703011694	0.0142662400008839	MUS_vs_PBS	HSALNG0095730	integenic	Q50	hsa-miR-619-5p,hsa-miR-6838-3p	Hypothyroidism,Pack-years measurement; Systolic blood pressure,-	TNFRSF19
ENSG00000233058	1.82398974584855	0.0165674686806216	MUS_vs_PBS	HSALNG0031735	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-4294	Lean mass-adjusted fat body mass; Femoral neck bone mineral density,3-hydroxypropylmercapturic acid measurement,-	FAM43A
ENSG00000233223	4.17681479384188	1.06089679844584e-11	MUS_vs_PBS	HSALNG0114322	anti_sense	Q50	hsa-miR-363-5p,hsa-miR-1224-3p,hsa-miR-6089,hsa-miR-7160-3p	Testosterone measurement; Sex hormone-binding globulin measurement; Serum igm measurement,Testosterone measurement,Serum metabolite measurement,Cortical thickness,Metabolic syndrome,Heel bone mineral density,Fev/fec ratio; Response to bronchodilator,-,Testosterone measurement; Sex hormone-binding globulin measurement,Protein measurement; Sex hormone-binding globulin measurement; Serum iga measurement,Red blood cell distribution width,Platelet component distribution width	SOX15
ENSG00000233397	6.91991062056062	8.7842286993328e-4	MUS_vs_PBS	HSALNG0020016	integenic	Q50	hsa-miR-1236-3p	-	SLC4A10
ENSG00000233559	4.29965465913896	2.25404498242386e-4	MUS_vs_PBS	HSALNG0061393	integenic	Not conserved		Parental genotype effect measurement; Vitamin d measurement	MKLN1
ENSG00000233791	2.93671472786542	0.00718552189822373	MUS_vs_PBS	HSALNG0009783	integenic	Q50	hsa-miR-670-5p,hsa-miR-6797-5p,hsa-miR-4433b-3p	Bmi-adjusted hip circumference,Reticulocyte count; Reticulocyte measurement; Mean corpuscular hemoglobin concentration,-	CHIT1
ENSG00000233806	3.37694880726784	2.52082094728503e-4	MUS_vs_PBS	HSALNG0023737	anti_sense	Not conserved	hsa-miR-891a-3p,hsa-miR-937-5p,hsa-miR-4505,hsa-miR-4722-5p,hsa-miR-6085,hsa-miR-6748-3p,hsa-miR-6792-3p,hsa-miR-6883-5p,hsa-miR-6889-3p,hsa-miR-7108-5p	Caudal anterior cingulate cortex volume measurement,Brain aneurysm,Eczema,Ovarian carcinoma,High density lipoprotein cholesterol measurement,Age at onset; Refractive error; Myopia,-	RTP5
ENSG00000233825	2.6400037238437	0.0319521823874432	MUS_vs_PBS	HSALNG0077138	anti_sense	Q90		-	CCDC7
ENSG00000234028	4.40135745224518	1.03062592213544e-6	MUS_vs_PBS	HSALNG0016705	anti_sense	Q50		-	RPIA
ENSG00000234261	3.97637590748385	8.77117125264787e-4	MUS_vs_PBS	HSALNG0048264	integenic	Not conserved		Total blood protein measurement,Mean corpuscular hemoglobin,Mean corpuscular volume,Mean reticulocyte volume,Mean corpuscular volume; Mean corpuscular hemoglobin,Mean corpuscular volume; Mean corpuscular hemoglobin; Erythrocyte count,Mean reticulocyte volume; Erythrocyte count,Erythrocyte count,Red blood cell density measurement,Nucleus accumbens volume,Protein measurement,-	DTNBP1
ENSG00000234807	2.82932782357952	0.00286700570737288	MUS_vs_PBS	HSALNG0003956	anti_sense	Q50	hsa-miR-497-5p,hsa-miR-504-3p,hsa-miR-922,hsa-miR-3197,hsa-miR-5587-3p,hsa-miR-5787,hsa-miR-6722-3p,hsa-miR-6728-3p,hsa-miR-6829-3p,hsa-miR-6873-3p,hsa-miR-7108-3p	Aminoadipic acid measurement,Neuropsychological test,Empathy measurement,Sleep duration,-	FGGY
ENSG00000234883	2.36959921860224	0.0260711781693018	MUS_vs_PBS	HSALNG0132382	anti_sense,sense	Q75	hsa-miR-6089,hsa-miR-8485	Neuropsychological test,Intelligence,Response to carboplatin,Nicotine dependence symptom count,Gout,Open-angle glaucoma,Triglyceride measurement,Erythrocyte count,Chronic lymphocytic leukemia,Cerebrospinal fluid biomarker measurement; Alpha synuclein measurement,Duchenne muscular dystrophy; Disease progression measurement,-,Amyloid plaque accumulation rate	JAM2
ENSG00000235488	3.83616712682591	6.33530114239294e-4	MUS_vs_PBS	HSALNG0048272	anti_sense	Q90	hsa-miR-3960,hsa-miR-6769b-3p	-	DTNBP1
ENSG00000235724	2.32917010556885	0.0453850846191462	MUS_vs_PBS	HSALNG0019993	integenic	Q90		Intelligence; Unipolar depression	DPP4
ENSG00000235831	2.68884003627548	0.0211392831108578	MUS_vs_PBS	HSALNG0023884	anti_sense	Q50		Psoriasis vulgaris,Keratoconus,Autoimmune thyroid disease,-	SUMF1
ENSG00000235888	4.2681444933811	1.71131908570178e-5	MUS_vs_PBS	HSALNG0133099	integenic	Q50	hsa-miR-331-3p,hsa-miR-412-3p,hsa-miR-668-3p,hsa-miR-3189-5p,hsa-miR-4710,hsa-miR-5787,hsa-miR-6744-3p,hsa-miR-6748-3p,hsa-miR-6803-5p,hsa-miR-6780b-3p	Drugs affecting bone structure and mineralization use measurement; Osteoporosis; Heel bone mineral density,Bone density,Nicotine dependence,Covid-19,Nicotine dependence symptom count,Open-angle glaucoma,Female reproductive system disease,Colorectal cancer,Psoriasis; Neutrophil count; Mean corpuscular hemoglobin concentration; Platelet crit; Red blood cell distribution width; Ulcerative colitis; Ankylosing spondylitis; Mean corpuscular hemoglobin; Basophil count; Myeloid white cell count; Leukocyte count; Crohn's disease; Eosinophil count; Sclerosing cholangitis; Granulocyte count,Eye morphology measurement,C-reactive protein measurement; Inflammatory bowel disease; Alkaline phosphatase measurement; Ulcerative colitis; Crohn's disease; Triglyceride measurement,Ankylosing spondylitis; Takayasu arteritis,Ankylosing spondylitis,Inflammatory bowel disease; Ankylosing spondylitis; Takayasu arteritis; Hemoglobin measurement; Sclerosing cholangitis,Fibrinogen measurement,Autoimmune thyroid disease; Psoriasis; Common variable immunodeficiency; Alkaline phosphatase measurement; C-reactive protein measurement; Ulcerative colitis; Ankylosing spondylitis; Systemic lupus erythematosus; Crohn's disease; Celiac disease; Autoimmune disease; Hemoglobin measurement; Juvenile idiopathic arthritis,Hemoglobin measurement; Takayasu arteritis,Neutrophil count; Granulocyte percentage of myeloid white cells; Leukocyte count; Neutrophil percentage of leukocytes; Monocyte percentage of leukocytes,C-reactive protein measurement,Ulcerative colitis; Red blood cell distribution width,Alkaline phosphatase measurement; Mean corpuscular hemoglobin; Red blood cell distribution width,Red blood cell distribution width,Ulcerative colitis; Rheumatoid arthritis,C-reactive protein measurement; Takayasu arteritis,-	PSMG1
ENSG00000235897	2.98552482680225	3.26160751508032e-22	MUS_vs_PBS	HSALNG0031920	anti_sense	Q75	hsa-miR-6809-3p,hsa-miR-8485	C-reactive protein measurement,Mean corpuscular hemoglobin,-	SLC51A
ENSG00000236700	3.6101630900149	1.21008873159537e-12	MUS_vs_PBS	HSALNG0053623	integenic	Q50	hsa-miR-619-5p,hsa-miR-4267,hsa-miR-4430,hsa-miR-6089	Dental caries,-	TBPL1
ENSG00000236901	1.59798193024001	0.040212068347922	MUS_vs_PBS	HSALNG0074272	sense	Not conserved		-	STRBP
ENSG00000236939	3.92704500048889	8.76670420126088e-6	MUS_vs_PBS	HSALNG0067505	anti_sense	Q50	hsa-miR-4447	Pelvic organ prolapse,Cognitive function measurement,Myopia,Late-onset alzheimers disease,Mathematical ability,Colorectal cancer; Breast carcinoma,Triglyceride measurement; Response to diuretic,Hemoglobin a1 measurement,-	AZIN1
ENSG00000237080	-4.22700678522665	0.0444982980356552	MUS_vs_PBS	HSALNG0049343	anti_sense	Q90	hsa-miR-5088-3p,hsa-miR-6752-3p,hsa-miR-6780a-3p,hsa-miR-6810-3p	Atopic asthma,Self reported educational attainment,Smoking behavior; Bmi-adjusted waist-hip ratio,Neutrophil percentage of leukocytes,Chronic hepatitis b virus infection; Response to anti-thyroid drug; Bmi-adjusted waist circumference; Drug-induced agranulocytosis; Hepatitis b virus infection; Bmi-adjusted waist-hip ratio; Membranous glomerulonephritis,Waist-hip ratio; Bmi-adjusted waist-hip ratio,Takayasu arteritis,Bmi-adjusted waist-hip ratio,-	C2
ENSG00000237126	-3.76531728468801	0.00316792588423352	MUS_vs_PBS	HSALNG0023046	anti_sense	Q75	hsa-miR-593-3p,hsa-miR-4673,hsa-miR-4691-5p,hsa-miR-6805-5p	Body height,Mathematical ability,-	TIGD1
ENSG00000237181	2.08455246134275	0.00196347977431794	MUS_vs_PBS	HSALNG0055551	anti_sense	Not conserved	hsa-miR-874-3p,hsa-miR-4667-3p,hsa-miR-6749-3p	Erythrocyte count,-	DNAAF5
ENSG00000237232	4.49972209726049	7.21638425155541e-13	MUS_vs_PBS	HSALNG0133274	integenic	Not conserved	hsa-miR-8485		UMODL1
ENSG00000237461	3.43666160934815	0.0212517879907245	MUS_vs_PBS	HSALNG0150946	integenic	Q50		Systemic lupus erythematosus	ERP44
ENSG00000237499	2.33109706881863	0.00112278866797422	MUS_vs_PBS	HSALNG0053791	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-4472,hsa-miR-4492,hsa-miR-6728-3p,hsa-miR-6803-5p,hsa-miR-6842-3p	Systemic lupus erythematosus,Total blood protein measurement,Eosinophil count,Eczema; Allergic rhinitis,Rheumatoid arthritis; Systemic lupus erythematosus,C-reactive protein measurement,-	PERP
ENSG00000237605	5.87995953772051	5.21074456814972e-7	MUS_vs_PBS	HSALNG0010037	anti_sense	Q50	hsa-miR-149-3p,hsa-miR-1224-3p,hsa-miR-4297,hsa-miR-4492,hsa-miR-4749-3p,hsa-miR-6763-5p	-	EIF2D
ENSG00000237667	4.85251579185599	0.0463652723680633	MUS_vs_PBS	HSALNG0146388	integenic	Not conserved		Body mass index,Gut microbiome measurement,Susceptibility to childhood ear infection measurement,-	TMEM18
ENSG00000237877	2.68241916305914	0.0174027892883566	MUS_vs_PBS	HSALNG0020959	integenic	Q50			ZSWIM2
ENSG00000237927	5.30107454523616	5.8054021756193e-8	MUS_vs_PBS	HSALNG0054755	integenic	Not conserved	hsa-miR-183-5p,hsa-miR-5585-3p,hsa-miR-6089	Lipoprotein a measurement,Atrophic macular degeneration,-	SOD2
ENSG00000237940	2.74729149990603	0.0345423536233875	MUS_vs_PBS	HSALNG0023737	anti_sense	Not conserved	hsa-miR-891a-3p,hsa-miR-937-5p,hsa-miR-4505,hsa-miR-4722-5p,hsa-miR-6085,hsa-miR-6748-3p,hsa-miR-6792-3p,hsa-miR-6883-5p,hsa-miR-6889-3p,hsa-miR-7108-5p	Caudal anterior cingulate cortex volume measurement,Brain aneurysm,Eczema,Ovarian carcinoma,High density lipoprotein cholesterol measurement,Age at onset; Refractive error; Myopia,-	RTP5
ENSG00000238266	4.07484981735146	0.0317803881424222	MUS_vs_PBS	HSALNG0075974	integenic	Q50	hsa-miR-6839-3p,hsa-miR-8485	Response to tnf antagonist,Diet measurement,Fat body mass; Femoral neck bone mineral density; Lean mass-adjusted fat body mass; Hip bone mineral density,Body height,Covid-19; Pneumonia,Hip circumference; Psychosocial stress measurement,-	PFKFB3
ENSG00000239445	1.56889335961244	0.0046443139557885	MUS_vs_PBS	HSALNG0027499	anti_sense	Q50	hsa-miR-937-5p	Leukocyte count; Monocyte count,Vascular endothelial growth factor receptor 3 measurement,Monocyte percentage of leukocytes,Eosinophil count,Keratinocyte carcinoma; Basal cell carcinoma,Leukocyte count,Eosinophil count; Skin neoplasm,Eosinophil count; Eosinophil percentage of leukocytes,Unipolar depression,Non-melanoma skin carcinoma,-	DCBLD2
ENSG00000239569	1.82704835355016	0.0168339064050119	MUS_vs_PBS	HSALNG0060291	anti_sense	Q90	hsa-miR-483-3p,hsa-miR-3620-5p,hsa-miR-1268b,hsa-miR-4505,hsa-miR-1587,hsa-miR-6779-3p,hsa-miR-6887-3p	Intelligence; Mathematical ability,Vital capacity,Intelligence,Risk-taking behaviour,Vitamin d measurement,Interleukin-6 measurement,Self reported educational attainment; Intelligence,-	SRPK2
ENSG00000240790	4.25363971475028	0.0266291363439993	MUS_vs_PBS	HSALNG0061152	integenic	Q50	hsa-miR-3178,hsa-miR-4479,hsa-miR-6785-5p,hsa-miR-6791-5p,hsa-miR-6852-5p	Cortical surface area measurement,-	PAX4
ENSG00000240875	4.7256054021706	0.00145414516046777	MUS_vs_PBS	HSALNG0030075	integenic	Q90			SSR3
ENSG00000244041	-1.91651884788128	0.0204441517120597	MUS_vs_PBS	HSALNG0047546	sense	Not conserved		Urinary metabolite measurement,Protein measurement,-	NQO2
ENSG00000244286	-4.89997977834666	0.00910208706523046	MUS_vs_PBS	HSALNG0028583	intronic_antisense	Q50			UMPS
ENSG00000244586	-2.44197576300646	0.0215729907204745	MUS_vs_PBS	HSALNG0147531	anti_sense	Q90	hsa-miR-7108-3p	-	CACNA2D3
ENSG00000245060	1.63213315964901	8.34277528936781e-4	MUS_vs_PBS	HSALNG0047201	integenic	Not conserved	hsa-miR-3960,hsa-miR-6728-3p		BTNL8
ENSG00000245248	3.64390277388894	1.71002765959702e-4	MUS_vs_PBS	HSALNG0143088	integenic	Not conserved		-	RNF26
ENSG00000245667	-3.78508059511375	0.0080470322070702	MUS_vs_PBS	HSALNG0088872	anti_sense	Not conserved	hsa-miR-329-5p,hsa-miR-619-5p	Bmi-adjusted waist-hip ratio	GAPDH
ENSG00000245904	2.29749222910832	0.048795164288672	MUS_vs_PBS	HSALNG0143464	integenic	Not conserved	hsa-miR-7703	Eosinophil count; Eosinophil percentage of leukocytes,Covid-19,-	PLEKHG7
ENSG00000246100	-1.70685525133711	9.07577254621687e-4	MUS_vs_PBS	HSALNG0087365	integenic	Q75	hsa-miR-665,hsa-miR-4281,hsa-miR-1268b,hsa-miR-3960		CADM1
ENSG00000246363	4.36884792085021	3.27919262352265e-5	MUS_vs_PBS	HSALNG0092935	integenic	Not conserved			DUSP6
ENSG00000247373	-1.67384229527078	0.0124849977509445	MUS_vs_PBS	HSALNG0094749	anti_sense,sense	Q50	hsa-miR-619-5p	Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,High density lipoprotein cholesterol measurement,Body height,Apolipoprotein a 1 measurement; High density lipoprotein cholesterol measurement,Late-onset alzheimers disease,Gut microbiome measurement,Alkaline phosphatase measurement,-	EIF2B1
ENSG00000247828	-1.11832442909327	0.00851750516229261	MUS_vs_PBS	HSALNG0043363	integenic	Q90	hsa-miR-4438		RASA1
ENSG00000248019	-1.39553588976122	0.025666093496691	MUS_vs_PBS	HSALNG0035768	anti_sense	Q75		Fev/fec ratio,-	HERC3
ENSG00000248360	2.10305962519506	0.0029823668549791	MUS_vs_PBS	HSALNG0033029	integenic	Q75	hsa-miR-5047	Diacylglycerol 36:2 measurement,Protein measurement,Skin pigmentation,Nausea,Systolic blood pressure,-	FBXL5
ENSG00000249042	2.44349911605291	0.00120526965927056	MUS_vs_PBS	HSALNG0042987	anti_sense	Q90	hsa-miR-619-5p	Psoriasis,-	ANKRD34B
ENSG00000249096	5.47241271508059	3.77478701407895e-8	MUS_vs_PBS	HSALNG0039015	integenic	Not conserved	hsa-miR-6089,hsa-miR-6127,hsa-miR-6129		IRF2
ENSG00000249131	3.52068184958874	0.0097553600382185909	MUS_vs_PBS	HSALNG0045274	integenic	Q90	hsa-miR-331-3p,hsa-miR-4294,hsa-miR-4286,hsa-miR-4292,hsa-miR-4508,hsa-miR-6736-5p,hsa-miR-6850-3p	Forced expiratory volume; Response to bronchodilator,-	NRG2
ENSG00000249252	4.97855537746006	0.00351784650066634	MUS_vs_PBS	HSALNG0033043	integenic	Not conserved		Triglyceride measurement	FBXL5
ENSG00000249328	3.42914961207654	0.0192045734507707	MUS_vs_PBS	HSALNG0066468	integenic	Q90	hsa-miR-619-5p,hsa-miR-7150,hsa-miR-8485	Response to radiation,Spinal stenosis,Alpha ketoglutarate measurement; Maleate measurement; Fumarate measurement,-	HEY1
ENSG00000249815	4.12854525253963	0.0304855917435558	MUS_vs_PBS	HSALNG0036407	integenic	Q50		Body mass index,Autosomal dominant compelling helio-ophthalmic outburst syndrome,Body height,Pathological myopia,Serum gamma-glutamyl transferase measurement,Conotruncal heart malformations,Mathematical ability,Insomnia measurement,Hypertension,Family history of lung cancer; Lung adenocarcinoma,-	TIFA
ENSG00000250378	5.16212264864403	1.86367283442171e-6	MUS_vs_PBS	HSALNG0045056	sense	Not conserved			SLC25A48
ENSG00000250929	3.41303277460628	3.8050262756771e-4	MUS_vs_PBS	HSALNG0067501	integenic	Q50		Small vessel stroke,Idiopathic osteonecrosis of the femoral head,Attention deficit hyperactivity disorder,Growth-regulated alpha protein measurement,Pelvic organ prolapse,-	BAALC
ENSG00000251022	1.32133773828245	0.00203849838282924	MUS_vs_PBS	HSALNG0035549	anti_sense,sense	Not conserved		Neutrophil percentage of leukocytes,Eosinophil count,-	SEC31A
ENSG00000251381	5.62390828820353	0.00150456183818463	MUS_vs_PBS	HSALNG0082749	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-3178,hsa-miR-1268b,hsa-miR-4463,hsa-miR-1199-5p,hsa-miR-6089,hsa-miR-6510-5p,hsa-miR-6763-5p,hsa-miR-7111-3p	Fat body mass,Obesity,-	BTBD10
ENSG00000251393	2.21586358229436	0.00931399735981837	MUS_vs_PBS	HSALNG0102349	anti_sense	Q75	hsa-miR-619-5p	Self reported educational attainment,Platelet component distribution width,Platelet crit,-	RIOX1
ENSG00000253123	2.55545504819372	6.05350931244736e-4	MUS_vs_PBS	HSALNG0064558	integenic	Q90	hsa-miR-4483,hsa-miR-6743-3p,hsa-miR-7150,hsa-miR-8485	-	BRF2
ENSG00000253227	2.93612876547181	9.52088550759923e-4	MUS_vs_PBS	HSALNG0068255	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-1285-5p		FER1L6
ENSG00000253307	4.411803494836	0.00159739331854685	MUS_vs_PBS	NA	NA	NA	NA	NA	SLC45A4
ENSG00000253582	3.66940724225776	0.0301532060337687	MUS_vs_PBS	HSALNG0067614	anti_sense	Not conserved		C-reactive protein measurement	ABRA
ENSG00000254162	2.48083001988437	0.00388042415947457	MUS_vs_PBS	HSALNG0066506	integenic	Not conserved		Heel bone mineral density,Sex hormone-binding globulin measurement,Hematocrit; Hemoglobin measurement,Behavioural inhibitory control measurement,-	ZNF704
ENSG00000254416	4.20751368974188	3.10236742505276e-5	MUS_vs_PBS	HSALNG0087054	integenic	Q75	hsa-miR-4505	Cognition,Serum metabolite measurement; Coronary artery disease,Angina pectoris; Antithrombotic agent use measurement; Aspirin use measurement; Myocardial infarction,Angina pectoris; Vasodilators used in cardiac diseases use measurement; Aspirin use measurement,Body height,Coronary artery disease,-	FDX1
ENSG00000254433	-3.43575193785529	0.021494105735522	MUS_vs_PBS	HSALNG0086911	anti_sense	Q90		-	KBTBD3
ENSG00000254545	3.4599313907273	0.0266291363439993	MUS_vs_PBS	HSALNG0002264	anti_sense	Q50	hsa-miR-1237-5p,hsa-miR-4498	-	HCRTR1
ENSG00000255491	-1.87959164762813	0.00581703611118706	MUS_vs_PBS	HSALNG0068289	integenic	Q50	hsa-miR-363-5p,hsa-miR-4505,hsa-miR-6089,hsa-miR-6754-5p	Platelet component distribution width,Triacylglycerol 58:6 measurement,Left ventricular ejection fraction measurement; Dilated cardiomyopathy; Left ventricular structural measurement; Left ventricular systolic function measurement; Hematocrit; Heart function measurement,Reticulocyte measurement,Hematocrit; Hemoglobin measurement; Pr interval,Pr interval; Left ventricular structural measurement; Atrial fibrillation,Left ventricular systolic function measurement,Platelet crit; Heart relative wall thickness; Left ventricular ejection fraction measurement; Fractional shortening; Left ventricular diastolic function measurement; Left ventricular systolic function measurement; Electrocardiography; Ejection fraction measurement,-	MTSS1
ENSG00000255559	-4.67734342510891	0.0349503062616317	MUS_vs_PBS	HSALNG0069500	integenic	Not conserved	hsa-miR-6803-5p,hsa-miR-6858-5p,hsa-miR-6878-3p	-	C8orf33
ENSG00000255775	4.5057639071124	0.0351920926750976	MUS_vs_PBS	HSALNG0088821	integenic	Not conserved	hsa-miR-210-5p,hsa-miR-619-5p,hsa-miR-4258,hsa-miR-3620-5p,hsa-miR-1587,hsa-miR-6089	Platelet component distribution width,Reticulocyte count; Reticulocyte measurement,Platelet count,Mean platelet volume; Platelet-to-lymphocyte ratio,Mean platelet volume,-	VWF
ENSG00000255867	3.33907997447146	0.0355182715524404	MUS_vs_PBS	HSALNG0090211	integenic	Not conserved			ETFBKMT
ENSG00000255874	3.11338721705924	8.67982814741905e-5	MUS_vs_PBS	HSALNG0141617	integenic	Not conserved		Sitting height ratio	ANKRD10
ENSG00000255921	3.65474286999177	0.00603177338734574	MUS_vs_PBS	HSALNG0089886	anti_sense	Not conserved	hsa-miR-6763-5p,hsa-miR-7847-3p	-	IRAG2
ENSG00000256249	5.42713044560756	0.00673468985142879	MUS_vs_PBS	HSALNG0094671	overlap_antisense	Not conserved		Platelet-to-lymphocyte ratio,Mean corpuscular hemoglobin concentration; Body mass index; Bmi-adjusted waist circumference; Bmi-adjusted hip circumference; Waist-hip ratio; Bmi-adjusted waist-hip ratio,Obsessive-compulsive disorder,Hdl cholesterol change measurement; Physical activity; Metabolic syndrome; Red blood cell distribution width,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference,Reticulocyte count,-	DENR
ENSG00000256973	-2.63115567895574	0.0271726943821379	MUS_vs_PBS	HSALNG0143593	sense	Q75			C2CD5
ENSG00000257067	4.45450552978189	0.0456886230245265	MUS_vs_PBS	HSALNG0087372	integenic	Q50		-	APOC3
ENSG00000257261	2.81242295895765	0.00993396567039495	MUS_vs_PBS	HSALNG0090714	integenic	Not conserved			PCED1B
ENSG00000257283	3.56568077956084	0.00821380553576498	MUS_vs_PBS	HSALNG0093143	anti_sense	Q75		Blood phosphate measurement,Heel bone mineral density,Cognitive behavioural therapy,Body height,Bmi-adjusted hip circumference,-	CEP83
ENSG00000257696	4.10304711428489	0.00137913057961199	MUS_vs_PBS	HSALNG0093431	integenic	Not conserved			ACTR6
ENSG00000257839	3.65936887574785	0.00316792588423352	MUS_vs_PBS	HSALNG0092520	anti_sense	Not conserved			GLIPR1
ENSG00000258001	4.75122449905252	0.0094933160238304	MUS_vs_PBS	HSALNG0091615	integenic	Q50	hsa-miR-619-5p	Apolipoprotein a 1 measurement; Urate measurement,-	INHBC
ENSG00000258018	4.44594669525071	0.0422140902228784	MUS_vs_PBS	HSALNG0094325	integenic	Not conserved			MAP1LC3B2
ENSG00000258086	2.57595606205917	0.00450202373137691	MUS_vs_PBS	HSALNG0091368	anti_sense	Q90		-	COPZ1
ENSG00000258137	3.68613786815536	0.00196002323190824	MUS_vs_PBS	HSALNG0091365	overlap_antisense,anti_sense	Q90	hsa-miR-210-5p,hsa-miR-6086,hsa-miR-6510-5p,hsa-miR-6749-3p,hsa-miR-6788-5p,hsa-miR-6791-5p,hsa-miR-6803-5p	Hematocrit,Hemoglobin measurement,Bmi-adjusted waist circumference,Fear of severe pain measurement,-	NCKAP1L
ENSG00000258183	4.80808916082931	0.049156078845148	MUS_vs_PBS	HSALNG0092974	integenic	Not conserved	hsa-miR-6756-5p,hsa-miR-6803-5p	Interleukin 2 receptor antagonist measurement,Heel bone mineral density,Family history of lung cancer; Lung adenocarcinoma,-	TMTC3
ENSG00000258302	2.10192796500221	0.00993698437417204	MUS_vs_PBS	HSALNG0092954	integenic	Q75	hsa-miR-4755-3p		TMTC3
ENSG00000258303	3.58011279152723	1.85070230858143e-6	MUS_vs_PBS	HSALNG0093142	sense	Q50	hsa-miR-6089		CRADD
ENSG00000258441	1.77300515566084	5.39797803891148e-6	MUS_vs_PBS	HSALNG0099873	integenic	Not conserved		Bipolar disorder,-	HNRNPC
ENSG00000258583	3.68224492227509	0.00880312975293318	MUS_vs_PBS	HSALNG0101652	integenic	Not conserved			DACT1
ENSG00000258655	3.80242944132962	1.23292416959869e-5	MUS_vs_PBS	HSALNG0100434	anti_sense	Q90		-	GPR33
ENSG00000258667	5.38200827312795	5.91362521368527e-8	MUS_vs_PBS	HSALNG0101781	anti_sense	Q50	hsa-miR-619-5p	-	TMEM30B
ENSG00000258791	3.22760840192207	1.17840628537077e-4	MUS_vs_PBS	HSALNG0101489	integenic	Q50	hsa-miR-619-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-6165	Parental longevity,-	TBPL2
ENSG00000259354	1.66057171853235	0.00828889961038873	MUS_vs_PBS	HSALNG0105653	intronic_antisense	Not conserved			C15orf48
ENSG00000259438	6.14471350136085	6.78297580951296e-4	MUS_vs_PBS	HSALNG0105948	anti_sense	Q90	hsa-miR-612,hsa-miR-619-5p,hsa-miR-3621,hsa-miR-7113-3p	-	LEO1
ENSG00000259476	5.39601123171324	0.0238620062614792	MUS_vs_PBS	HSALNG0106235	sense	Q50			LIPC
ENSG00000259590	3.89707323266223	3.40286159058449e-13	MUS_vs_PBS	HSALNG0108537	anti_sense	Q75		-	TTC23
ENSG00000259642	1.60917565789608	0.03367565809295	MUS_vs_PBS	HSALNG0107566	anti_sense	Not conserved	hsa-miR-4492,hsa-miR-4508,hsa-miR-7150,hsa-miR-8072	-	ZFAND6
ENSG00000259712	1.83973618812085	0.023363481728635	MUS_vs_PBS	HSALNG0105950	anti_sense	Not conserved		Adolescent idiopathic scoliosis,C-reactive protein measurement,Rostral middle frontal gyrus volume measurement,Heel bone mineral density,Fat body mass,Uric acid measurement; Response to allopurinol,-	BCL2L10
ENSG00000259721	3.88881146808398	1.40364096825723e-4	MUS_vs_PBS	HSALNG0144495	anti_sense	Q50	hsa-miR-1228-5p,hsa-miR-3178,hsa-miR-3195,hsa-miR-7843-5p,hsa-miR-9899	Polyp of colon,Colorectal cancer; Colorectal adenoma,Colorectal cancer,-	FMN1
ENSG00000259760	3.26835634288395	1.39506096607621e-5	MUS_vs_PBS	HSALNG0108537	anti_sense	Q75		-	TTC23
ENSG00000259863	1.83982714031938	0.039431818061076	MUS_vs_PBS	HSALNG0017770	anti_sense	Q50		-	EDAR
ENSG00000260186	3.53092125257723	0.0278598832883394	MUS_vs_PBS	HSALNG0111837	sense	Not conserved	hsa-miR-665,hsa-miR-4456,hsa-miR-6763-5p	Qt interval; Electrocardiography,Tpe interval measurement,Electrocardiography,-	NDRG4
ENSG00000260231	2.44910663497402	0.0105859761127305	MUS_vs_PBS	HSALNG0061777	anti_sense	Q90			TBXAS1
ENSG00000260253	6.85031878109588	5.16390031767742e-6	MUS_vs_PBS	HSALNG0064274	integenic	Not conserved			DUSP4
ENSG00000260269	2.60497368890407	0.013916490962895	MUS_vs_PBS	HSALNG0144573	overlap_sense,sense	Not conserved	hsa-miR-619-5p	Antibody measurement,Body height; Body weight,Creatinine measurement; Glomerular filtration rate; Cystatin c measurement,Bmi-adjusted hip circumference,-	PTPN9
ENSG00000260273	3.29485907407531	1.86490870865936e-4	MUS_vs_PBS	HSALNG0052637	integenic	Q50	hsa-miR-4447,hsa-miR-6803-5p	-	SMPD2
ENSG00000260430	-4.37741379323135	0.0217405874903319	MUS_vs_PBS	HSALNG0109982	sense	Not conserved	hsa-miR-6809-3p,hsa-miR-8072	Corneal astigmatism,Diastolic blood pressure,-	COQ7
